id,Address,Response_Address,Response_X,Response_Y
1,臺北市萬華區菜園里12鄰康定路84號,,,
2,臺北市信義區安康里9鄰信義路五段57號,,,
3,台北士林區舊佳里文林路584號,,,
4,臺北市內湖區江南街65巷25號之1,,,
5,臺北市中山區正守里12鄰長安東路一段52巷10號,,,
6,臺北市文山區景行里22鄰景後街143巷12號,,,
7,臺北市大安區仁愛里1鄰復興南路一段175號,,,
8,臺北市大安區龍生里11鄰瑞安街155巷11號,,,
9,臺北市北投區八仙里4鄰中央南路二段14之2號,,,
10,台北市文山區萬盛街89號,,,
11,臺北市中山區中山里4鄰中山北路二段59巷1號,,,
12,臺北市中山區中山里4鄰中山北路二段59巷9號,,,
13,臺北市北投區永欣里6鄰天母西路117巷32弄5號,,,
14,臺北市北投區永欣里6鄰天母西路117巷32弄8號,,,
15,臺北市內湖區明湖里10鄰康寧路三段187號,,,
16,台北市中山區中山北路三段53號,,,
17,臺北市中山區力行里19鄰遼寧街105巷36號,,,
18,臺北市中正區文祥里14鄰信義路二段79巷32號,,,
19,臺北市中正區文祥里14鄰信義路二段79巷32號,,,
20,臺北市北投區中和里2鄰中和街391巷2弄9號,,,
21,臺北市松山區中正里8鄰敦化北路4巷25弄18號,,,
22,臺北市北投區中和里10鄰大屯路7巷11之1號,,,
23,臺北市北投區奇岩里8鄰奇岩路210號,,,
24,臺北市北投區溫泉里19鄰溫泉路68之10號,,,
25,臺北市中正區光復里8鄰衡陽路69號,,,
26,臺北市大安區民輝里19鄰市民大道三段118號,,,
27,臺北市中山區樂群二路66號,,,
28,臺北市中山區樂群二路66號,,,
29,臺北市北投區奇岩路237號,,,
30,臺北市士林區社中街335號,,,
31,臺北市內湖區紫雲里3鄰康寧路一段179號,,,
32,臺北市大同區大有里18鄰民生西路367號,,,
33,臺北市大同區大有里19鄰歸綏街208之1號,,,
34,臺北市中山區正守里1鄰市民大道三段5號,,,
35,臺北市中山區正守里1鄰市民大道三段5號,,,
36,臺北市中山區正守里10鄰長安東路一段24之3號,,,
37,臺北市中山區朱園里15鄰松江路45巷10號,,,
38,臺北市南港區東明里2鄰南港路二段59號,,,
39,臺北市北投區磺港路102-110號,,,
40,臺北市中正區和平西路一段63號,,,
41,臺北市內湖區洲子街176號,,,
42,臺北市中山區恆安里7鄰民權東路一段61之1號,,,
43,臺北市中山區民安里11鄰中山北路二段24之3號,,,
44,臺北市中山區中山北路二段123號,,,
45,臺北市士林區福志里19鄰中山北路五段698巷18號,,,
46,臺北市中山區恆安里2鄰民權東路一段15號,,,
47,臺北市中山區新生里14鄰新生北路二段149巷32號,,,
48,臺北市中山區恆安里1鄰中山北路二段175號,,,
49,臺北市中山區民安里3鄰長安西路46號,,,
50,臺北市中山區長安西路19巷22弄18號,,,
51,臺北市大同區雙連里12鄰雙連街8號,,,
52,臺北市中山區新生北路二段76巷10號,,,
53,臺北市中山區中山北路二段108號,,,
54,臺北市中山區雙城街25巷13號,,,
55,臺北市中山區集英里7鄰中山北路二段98號,,,
56,臺北市中山區中山里18鄰新生北路二段68巷15號,,,
57,臺北市中山區聚盛里5鄰錦州街30巷9號,,,
58,臺北市松山區鵬程里15鄰健康路325巷25弄2號,,,
59,臺北市中正區東門里13鄰紹興南街28之2號,,,
60,臺北市中正區幸福里14鄰齊東街70巷17號,,,
61,臺北市萬華區雙園里17鄰莒光路347巷32號,,,
62,臺北市中正區臨沂街32巷2號,,,
63,臺北市中正區南福里23鄰羅斯福路一段58巷28之2號,,,
64,臺北市中正區網溪里21鄰廈門街99巷6之1號,,,
65,臺北市中正區新營里7鄰愛國東路88號,,,
66,臺北市中正區同安街65號,,,
67,臺北市南港區重陽里10鄰重陽路39巷66之5號,,,
68,臺北市南港區舊莊里16鄰南深路23巷19號,,,
69,臺北市南港區中研里7鄰福山街44巷9號,,,
70,臺北市南港區中研里7鄰福山街44巷9號,,,
71,臺北市文山區景華里2鄰羅斯福路六段305號,,,
72,臺北市文山區景華里2鄰羅斯福路六段305號,,,
73,臺北市中山區中山北路一段83巷12號,,,
74,臺北市南港區向陽路196巷1號,,,
75,臺北市萬華區仁德里1鄰昆明街181號,,,
76,臺北市大安區龍安里12鄰和平東路一段167號,,,
77,臺北市大同區建功里15鄰重慶北路一段67號,,,
78,臺北市文山區木柵里7鄰木柵路三段85巷8弄1號,,,
79,臺北市信義區興雅里23鄰永吉路30巷157弄19號,,,
80,臺北市大安區臥龍里3鄰敦南街88號,,,
81,臺北市大同區酒泉街124號,,,
82,臺北市大同區建明里8鄰長安西路138之3號,,,
83,臺北市北投區奇岩里1鄰公舘路92巷1弄19號,,,
84,臺北市士林區前港里7鄰後港街134巷40號,,,
85,臺北市內湖區葫洲里4鄰民權東路六段280巷17號,,,
86,臺北市松山區復興北路501號,,,
87,臺北市中山區中庄里20鄰民生東路二段127巷23號,,,
88,臺北市中山區民生東路二段25號,,,
89,臺北市中正區幸市里4鄰臨沂街25巷4號,,,
90,臺北市信義區松隆路231號,,,
91,臺北市信義區惠安里17鄰吳興街524巷20號,,,
92,臺北市信義區市民大道六段108號,,,
93,臺北市信義區長春里12鄰忠孝東路五段423巷26號,,,
94,臺北市大安區仁慈里5鄰信義路四段19巷6之3號,,,
95,臺北市信義區敦厚里6鄰松隆路9巷30弄13號,,,
96,臺北市信義區中行里29鄰中坡南路201巷18號,,,
97,臺北市信義區黎順里3鄰信安街103巷5號,,,
98,臺北市信義區東興路63號,,,
99,臺北市南港區成福里18鄰成福路121巷9號,,,
100,臺北市大安區光明里3鄰信義路二段66號,,,
101,臺北市信義區景勤里3鄰吳興街190巷10之1號,,,
102,臺北市信義區景勤里3鄰吳興街190巷10之1號,,,
103,臺北市士林區天玉里5鄰天母北路9巷8號,,,
104,臺北市大安區光明里2鄰杭州南路二段25巷25號,,,
105,臺北市信義區泰和里29鄰吳興街600巷100弄20號,,,
106,臺北市信義區敦厚里8鄰松隆路42號,,,
107,臺北市士林區福志里18鄰中山北路五段616號,,,
108,臺北市大安區龍圖里6鄰建國南路二段57號,,,
109,臺北市大安區龍圖里6鄰建國南路二段65號,,,
110,臺北市文山區試院里29鄰木柵路一段12之1號,,,
111,臺北市內湖區週美里行善路235號,,,
112,臺北市信義區中興里12鄰信義路四段450巷,,,
113,臺北市萬華區富福里10鄰大理街1之5號,,,
114,臺北市中正區螢雪里3鄰重慶南路三段124巷3號,,,
115,臺北市大安區住安里7鄰信義路四段30巷5之1號,,,
116,臺北市大安區芳和里3鄰樂業街94巷27號,,,
117,臺北市中正區光復里9鄰衡陽路103號,,,
118,臺北市信義區大道里7鄰忠孝東路五段790巷22弄17號,,,
119,臺北市士林區福志里23鄰中山北路五段736號,,,
120,臺北市南港區三重里16鄰經貿一路166號,,,
121,臺北市中山區朱崙里2鄰八德路二段137巷20號,,,
122,臺北市南港區南港路一段171巷,,,
123,臺北市北投區中庸里1鄰中和街219之1號,,,
124,臺北市北投區中庸里1鄰中和街219之1號,,,
125,臺北市大同區雙連里14鄰興城街73之2號,,,
126,臺北市文山區順興里17鄰木新路二段218巷11號,,,
127,臺北市大安區錦泰里6鄰杭州南路二段61巷11號,,,
128,台北市中正區羅斯福路三段136號,,,
129,臺北市萬華區雙園里1鄰艋舺大道194號,,,
130,臺北市北投區福興里3鄰承德路七段32巷3弄,,,
131,台北市中山區林森北路442-1號,,,
